client_id,valeur_vie_client_eur,revenu_mensuel_recurrent_eur,sieges_souscrits,utilisateurs_actifs,taille_entreprise_ge,plan_ent,fonctionnalites_utilisees,delai_reponse_support_h,taille_entreprise_tpe,plan_str,taille_entreprise_pme
CLI-004889,116713.0,7907.4,99,77,0,1,16,10.5,0,0,0
CLI-003858,288911.0,10676.68,215,137,0,0,8,6.1,0,0,0
CLI-002690,715.0,45.88,2,1,0,0,8,12.7,1,0,0
CLI-000045,2986.0,158.34,7,2,0,0,4,10.5,1,0,0
CLI-003534,5296.0,307.56,11,1,0,0,0,11.8,1,0,0
CLI-000525,2784.0,30.87,2,1,0,0,2,41.7,1,1,0
CLI-004062,1785.0,94.62,5,1,0,0,0,3.2,1,0,0
CLI-001666,3904.0,595.12,27,23,0,0,9,14.8,0,0,1
CLI-003754,1300.0,29.36,1,1,0,0,11,10.5,1,0,0
CLI-000314,26366.0,1236.68,45,21,0,0,8,9.3,0,0,1
CLI-001047,36602.0,1425.0,57,14,0,0,4,1.7,0,0,1
CLI-001980,11602.0,1286.28,29,12,0,0,18,4.6,0,0,1
CLI-000462,1188.0,144.87,7,4,0,0,4,12.0,0,0,1
CLI-003493,1473.0,74.86,6,4,0,0,3,33.0,1,1,0
CLI-002714,24800.0,5040.65,156,22,0,0,3,3.3,0,0,0
CLI-000086,576.0,78.05,9,1,0,0,0,18.0,1,1,0
CLI-003461,5463.0,740.24,10,2,0,1,7,10.5,1,0,0
CLI-003105,387312.0,8911.93,193,115,0,0,8,10.5,0,0,0
CLI-002274,5395.0,438.63,21,15,0,0,7,16.7,0,0,1
CLI-004180,558.0,170.1,15,11,0,0,1,17.6,0,1,1
CLI-003844,152081.0,6623.75,144,36,0,0,5,7.5,0,0,0
CLI-001146,423920.0,17232.53,219,122,0,1,5,6.9,0,0,0
CLI-004257,19730.0,1503.83,52,40,0,0,4,12.5,0,0,1
CLI-002113,13834.0,843.55,30,26,0,0,9,11.3,0,0,1
CLI-003434,977.0,31.36,3,1,0,0,2,10.0,1,1,0
CLI-002914,210093.0,13484.78,199,96,0,1,11,4.4,0,0,0
CLI-002414,1510126.0,47220.94,593,334,1,1,12,1.8,0,0,0
CLI-002399,9764.0,744.23,21,3,0,0,2,8.3,0,0,1
CLI-002612,16449.0,2507.4,54,23,0,0,8,9.0,0,0,1
CLI-004500,30185.0,2454.05,108,68,0,0,7,12.9,0,0,0
CLI-000714,8305.0,1012.86,40,36,0,0,6,17.6,0,0,1
CLI-000132,12228.0,994.13,47,22,0,0,1,18.5,0,0,1
CLI-003674,14596.0,1271.4,49,34,0,0,7,9.5,0,0,1
CLI-000131,10715.0,945.0,21,5,0,0,3,8.2,0,0,1
CLI-004032,8947.0,909.24,45,24,0,0,4,23.0,0,0,1
CLI-000926,3033.0,924.74,47,22,0,0,6,10.5,0,0,1
CLI-000684,3451.0,263.02,10,6,0,0,5,16.2,1,0,0
CLI-001204,10625.0,925.48,43,5,0,0,0,10.5,0,0,1
CLI-000375,75389.0,8358.03,191,14,0,0,1,4.0,0,0,0
CLI-000970,34667.0,1565.81,55,5,0,0,6,9.0,0,0,1
CLI-000426,28040.0,977.01,39,0,0,0,0,11.7,0,0,1
CLI-001481,745.0,82.58,7,4,0,0,4,40.7,1,1,0
CLI-000969,34738.0,985.2,37,27,0,0,8,10.5,0,0,0
CLI-000757,8728.0,483.83,46,7,0,0,2,36.6,0,1,1
CLI-000892,717.0,33.65,3,1,0,0,2,20.5,1,1,0
CLI-000669,3902.0,216.28,5,2,0,0,4,13.4,1,0,0
CLI-000429,370.0,75.12,7,2,0,0,2,14.2,1,1,0
CLI-003351,1951.0,79.32,7,2,0,0,1,31.4,1,1,0
CLI-002150,18767.0,2080.62,98,52,0,0,6,10.9,0,0,0
CLI-000599,2521.0,236.45,10,7,0,0,8,16.8,1,0,0
CLI-000439,36627.0,2627.51,34,24,0,1,24,0.5,0,0,0
CLI-004842,1358.0,414.14,17,10,0,0,8,11.1,0,0,1
CLI-003206,75708.0,2429.65,52,0,0,0,0,10.5,0,0,1
CLI-001068,3255.0,141.76,11,5,0,0,2,37.0,1,1,0
CLI-002857,6171.0,250.84,9,5,0,0,8,10.5,0,0,1
CLI-004482,21905.0,3339.16,77,39,0,0,13,11.7,0,0,0
CLI-001156,352343.0,11613.14,248,165,1,0,9,5.4,0,0,0
CLI-002243,4569.0,265.32,10,1,0,0,0,6.4,1,0,0
CLI-004074,4143.0,459.3,11,5,0,0,3,5.8,0,0,1
CLI-000178,449.0,78.31,5,0,0,0,0,12.7,1,0,0
CLI-003644,13811.0,1684.27,59,29,0,0,9,14.0,0,0,1
CLI-002233,21415.0,816.11,35,14,0,0,7,14.6,0,0,1
CLI-002734,13832.0,887.83,19,8,0,0,11,6.4,0,0,1
CLI-000358,4530.0,46.42,4,3,0,0,4,38.6,1,1,0
CLI-001083,110782.0,2412.49,25,20,0,1,21,3.4,0,0,1
CLI-004953,138139.0,5264.46,113,73,0,0,11,6.6,0,0,0
CLI-001295,267757.0,5936.96,133,40,0,0,6,2.1,0,0,0
CLI-003443,946.0,41.19,3,2,0,0,3,23.3,1,1,0
CLI-003505,10442.0,707.43,31,10,0,0,5,10.3,0,0,1
CLI-003991,17839.0,1977.7,44,20,0,0,10,4.0,0,0,0
CLI-004985,44413.0,531.0,18,8,0,0,6,18.1,0,0,1
CLI-000852,357311.0,5187.44,99,65,0,0,12,9.0,0,0,0
CLI-001880,142558.0,2850.02,54,16,0,0,1,5.4,0,0,1
CLI-003390,2743.0,223.03,11,1,0,0,2,10.2,0,0,1
CLI-001373,59161.0,1898.61,32,28,0,0,17,4.9,0,0,1
CLI-003969,1071.0,130.59,10,4,0,0,1,37.3,1,1,0
CLI-003721,129094.0,3577.98,66,59,0,0,13,10.1,0,0,0
CLI-002004,219183.0,7861.64,105,56,0,1,21,2.3,0,0,0
CLI-003577,11280.0,1528.52,127,0,0,0,0,10.5,0,1,0
CLI-001626,11078.0,409.4,38,16,0,0,2,9.2,0,1,1
CLI-003898,9256.0,664.01,15,11,0,0,8,5.5,0,0,1
CLI-003822,4725.0,240.07,5,2,0,0,5,5.6,1,0,0
CLI-004195,582861.0,22929.24,258,201,1,1,32,1.9,0,0,0
CLI-003689,7412.0,564.95,18,16,0,0,9,18.9,0,0,1
CLI-000074,12724.0,862.07,55,48,0,0,5,19.0,0,1,1
CLI-004844,45972.0,2335.99,58,12,0,0,5,11.2,0,0,1
CLI-001986,13328.0,478.04,18,14,0,0,9,12.6,0,0,1
CLI-003913,4745.0,526.0,11,3,0,0,8,3.1,0,0,1
CLI-000466,18227.0,966.43,13,6,0,1,14,4.6,0,0,1
CLI-004386,38438.0,1674.12,65,50,0,0,7,21.9,0,0,0
CLI-000609,300.0,64.27,3,1,0,0,5,9.2,1,0,0
CLI-004974,363761.0,9438.53,209,150,0,0,8,10.5,0,0,0
CLI-003431,3270.0,234.58,9,1,0,0,0,10.0,1,0,0
CLI-002160,1903.0,232.08,9,5,0,0,7,16.5,1,0,0
CLI-000454,63983.0,5201.84,63,56,0,1,29,7.8,0,0,0
CLI-004045,11505.0,779.5,37,4,0,0,3,7.6,0,0,1
CLI-000909,6539.0,724.95,28,5,0,0,5,14.3,0,0,1
CLI-003818,39960.0,8121.88,204,124,0,0,9,2.4,0,0,0
CLI-000177,67525.0,2940.98,54,41,0,0,12,11.8,0,0,1
CLI-003420,1732.0,84.47,8,1,0,0,2,32.9,1,1,0
CLI-001250,8318.0,1014.38,40,0,0,0,0,9.4,0,0,0
CLI-004910,15649.0,1060.2,53,29,0,0,7,16.4,0,0,1
CLI-000646,161053.0,2805.8,32,7,0,1,14,0.5,0,0,1
CLI-004605,3897.0,226.29,22,0,0,0,0,35.8,0,1,1
CLI-001979,4899.0,1493.45,40,31,0,0,17,0.5,0,0,0
CLI-001534,2137.0,372.31,9,7,0,0,12,7.8,1,0,0
CLI-003277,11280.0,982.58,40,30,0,0,5,11.4,0,0,1
CLI-003022,60624.0,724.82,53,34,0,0,2,9.8,0,1,1
CLI-003015,21492.0,315.78,10,4,0,0,3,11.1,0,0,1
CLI-000584,167241.0,11330.72,414,162,1,0,6,8.4,0,0,0
CLI-003843,83007.0,2249.52,40,12,0,0,16,8.5,0,0,1
CLI-000019,17556.0,856.39,21,8,0,0,9,6.7,0,0,1
CLI-002168,2374.0,48.25,4,3,0,0,4,15.6,1,1,0
CLI-004276,579600.0,39268.26,512,268,1,1,10,5.1,0,0,0
CLI-002675,197629.0,4382.02,147,49,0,0,4,11.5,0,0,0
CLI-003352,22685.0,553.29,13,8,0,0,6,13.1,0,0,1
CLI-002569,14615.0,1620.32,80,43,0,0,8,5.0,0,0,0
CLI-001305,1123.0,97.82,9,3,0,0,4,29.2,1,1,0
CLI-001957,1433.0,124.8,5,4,0,0,10,3.1,1,0,0
CLI-001005,33348.0,572.8,20,10,0,0,6,10.5,0,0,1
CLI-001356,418.0,24.29,1,1,0,0,5,0.5,1,0,0
CLI-003442,424.0,51.75,1,1,0,0,13,6.1,1,0,0
CLI-000246,3363.0,132.31,10,5,0,0,2,10.5,1,1,0
CLI-003635,7259.0,553.25,56,33,0,0,2,20.2,0,1,1
CLI-004126,4652.0,298.58,11,10,0,0,5,16.5,1,0,0
CLI-001400,137315.0,1468.92,18,11,0,1,11,4.3,0,0,1
CLI-004698,1175.0,46.24,4,3,0,0,1,19.1,1,1,0
CLI-002707,21660.0,3301.84,169,42,0,0,7,6.1,0,0,0
CLI-000551,14167.0,539.91,40,31,0,0,4,17.8,0,1,1
CLI-001033,39248.0,1063.63,38,16,0,0,4,10.8,0,0,1
CLI-001336,6065.0,493.11,21,7,0,0,5,14.2,0,0,1
CLI-004736,28866.0,765.0,17,11,0,0,11,3.3,0,0,1
CLI-003268,63676.0,1991.12,64,51,0,0,12,16.6,0,0,0
CLI-000398,92582.0,4704.38,51,31,0,1,16,0.8,0,0,0
CLI-002166,19246.0,1466.95,34,15,0,0,9,1.0,0,0,1
CLI-004506,6403.0,867.56,47,9,0,0,3,17.3,0,0,1
CLI-001823,7105.0,666.47,10,6,0,1,18,1.3,0,0,1
CLI-002373,24403.0,419.16,30,14,0,0,3,17.2,0,1,1
CLI-000392,518.0,78.99,2,2,0,0,10,9.7,1,0,0
CLI-002105,8138.0,583.78,22,10,0,0,4,11.2,0,0,1
CLI-001165,1373745.0,22639.17,503,285,1,0,8,10.5,0,0,0
CLI-004316,15707.0,1915.54,186,50,0,0,1,24.4,0,1,0
CLI-001646,2746.0,478.34,42,13,0,0,4,10.5,0,1,1
CLI-001928,1531.0,71.83,6,4,0,0,3,10.0,1,1,0
CLI-004977,9247.0,593.51,53,0,0,0,0,14.3,0,1,1
CLI-004060,8648.0,376.65,9,4,0,0,10,3.3,0,0,1
CLI-004179,62614.0,2181.68,24,18,0,1,17,1.9,0,0,1
CLI-003482,67746.0,7510.64,157,73,0,0,13,5.6,0,0,0
CLI-000373,26217.0,570.92,11,6,0,0,12,2.2,0,0,1
CLI-003948,7973.0,1215.33,51,40,0,0,9,13.4,0,0,1
CLI-004818,1347.0,30.41,1,1,0,0,6,6.2,1,0,0
CLI-001440,689914.0,38243.55,428,256,1,1,16,6.8,0,0,0
CLI-001594,9351.0,600.17,47,35,0,0,3,26.9,0,1,1
CLI-000612,365.0,26.19,2,1,0,0,1,37.0,1,1,0
CLI-004979,4445.0,208.5,8,6,0,0,6,14.6,1,0,0
CLI-001099,53703.0,1336.57,52,16,0,0,5,5.2,0,0,1
CLI-004976,77914.0,879.79,40,20,0,0,8,13.8,0,0,1
CLI-004963,29316.0,1324.11,26,7,0,0,6,0.5,0,0,1
CLI-003106,15737.0,242.93,10,5,0,0,7,16.9,1,0,0
CLI-002908,61700.0,4180.19,169,31,0,0,3,14.6,0,0,0
CLI-001727,72035.0,1203.39,52,33,0,0,5,19.3,0,0,1
CLI-003328,106493.0,9276.36,185,149,0,0,12,8.8,0,0,0
CLI-003695,300.0,12.0,1,1,0,0,4,22.7,1,1,0
CLI-004835,4093.0,155.99,6,2,0,0,6,9.5,1,0,0
CLI-003285,300.0,14.59,1,1,0,0,5,30.2,1,1,0
CLI-004820,16131.0,468.37,11,3,0,0,1,4.7,0,0,1
CLI-003447,3092.0,53.86,4,3,0,0,3,28.4,1,1,0
CLI-000101,82092.0,3850.49,49,8,0,1,14,0.5,0,0,0
CLI-003462,26597.0,3603.94,86,24,0,0,4,5.9,0,0,0
CLI-003292,1940.0,139.2,11,8,0,0,3,28.8,1,1,0
CLI-004609,2913.0,236.85,10,6,0,0,9,24.5,1,0,0
CLI-001291,113690.0,4332.7,45,18,0,1,17,3.7,0,0,1
CLI-003961,143413.0,9204.93,416,0,1,0,0,4.9,0,0,0
CLI-002412,37150.0,888.32,38,7,0,0,0,14.6,0,0,1
CLI-003215,15712.0,736.96,31,8,0,0,1,15.3,0,0,1
CLI-001061,13202.0,575.0,23,19,0,0,10,10.5,0,0,1
CLI-004851,38163.0,581.76,22,15,0,0,8,10.8,0,0,1
CLI-003821,857.0,87.12,4,1,0,0,9,9.8,1,0,0
CLI-002469,76534.0,2222.23,48,17,0,0,6,2.4,0,0,1
CLI-002203,2540.0,93.85,10,5,0,0,4,11.0,1,1,0
CLI-003824,679961.0,14296.91,153,57,0,1,21,4.3,0,0,0
CLI-002339,33731.0,839.5,58,23,0,0,4,17.9,0,1,1
CLI-001997,629336.0,25582.76,364,334,1,1,27,0.9,0,0,0
CLI-001791,84959.0,3237.78,44,27,0,1,7,2.6,0,0,1
CLI-000265,463639.0,23558.91,888,465,1,0,5,11.0,0,0,0
CLI-002722,3788.0,85.55,7,2,0,0,1,32.5,1,1,0
CLI-003869,300.0,18.63,2,1,0,0,3,22.8,1,1,0
CLI-001195,35101.0,3292.76,129,87,0,0,9,14.3,0,0,0
CLI-003156,33827.0,581.02,20,18,0,0,12,6.4,0,0,1
CLI-000320,9869.0,191.04,4,1,0,0,6,10.5,1,0,0
CLI-003957,48069.0,874.94,10,0,0,1,0,6.0,1,0,0
CLI-003912,300.0,17.5,1,1,0,0,4,11.4,1,0,0
CLI-004339,359330.0,7183.72,90,53,0,1,23,0.7,0,0,0
CLI-002746,148938.0,6486.83,80,60,0,1,18,0.5,0,0,0
CLI-000414,41009.0,2941.85,59,25,0,0,8,8.0,0,0,1
CLI-003561,17862.0,418.91,36,23,0,0,0,31.6,0,1,1
CLI-003665,1345.0,96.45,8,4,0,0,5,29.2,1,1,0
CLI-003066,87523.0,7115.69,97,30,0,1,18,0.5,0,0,0
CLI-001820,6790.0,435.81,16,6,0,0,2,18.9,0,0,1
CLI-004040,5572.0,452.98,21,7,0,0,1,15.3,0,0,1
CLI-001074,1338.0,163.12,9,1,0,0,2,14.1,1,0,0
CLI-004448,2645.0,55.61,4,2,0,0,4,10.5,1,1,0
CLI-002404,2000000.0,48773.13,897,652,1,0,8,5.2,0,0,0
CLI-002918,13251.0,351.29,8,2,0,0,5,5.9,0,0,1
CLI-001185,43173.0,1169.99,52,33,0,0,5,19.2,0,0,1
CLI-004383,781.0,190.58,9,2,0,0,3,17.8,0,0,1
CLI-001435,16659.0,282.17,6,3,0,0,7,4.7,0,0,1
CLI-000829,11982.0,664.18,19,4,0,0,2,6.3,0,0,1
CLI-001856,8206.0,555.93,24,9,0,0,5,10.4,0,0,1
CLI-000818,436344.0,66515.81,817,229,1,1,16,6.5,0,0,0
CLI-004208,1253182.0,17566.33,208,0,0,1,0,10.5,0,0,0
CLI-004109,5757.0,143.28,11,5,0,0,2,14.6,1,1,0
CLI-000199,28659.0,944.61,24,5,0,0,5,0.5,0,0,1
CLI-000040,116032.0,5442.41,95,53,0,0,5,4.7,0,0,0
CLI-000264,262498.0,8651.89,115,78,0,1,23,1.3,0,0,0
CLI-001882,255578.0,10389.34,223,146,1,0,10,3.0,0,0,0
CLI-001712,8860.0,372.59,10,6,0,0,9,4.9,1,0,0
CLI-002353,49760.0,5056.94,56,43,0,1,22,1.8,0,0,1
CLI-002873,300.0,11.94,1,1,0,0,2,26.7,1,1,0
CLI-001003,112980.0,6262.75,133,80,0,0,12,5.0,0,0,0
CLI-003392,1257.0,80.71,7,4,0,0,4,15.1,1,1,0
CLI-004067,2256.0,343.85,21,11,0,0,5,15.9,0,0,1
CLI-003234,1773.0,102.95,9,6,0,0,2,6.8,1,1,0
CLI-002624,106759.0,3616.5,50,32,0,1,15,1.2,0,0,1
CLI-000228,784565.0,63785.75,766,306,1,1,17,5.4,0,0,0
CLI-003719,98919.0,4308.32,172,123,0,0,10,12.2,0,0,0
CLI-001158,15100.0,328.83,15,6,0,0,8,12.7,0,0,1
CLI-003768,959432.0,29250.97,814,422,1,0,10,7.6,0,0,0
CLI-000064,873.0,62.66,3,2,0,0,9,10.5,1,0,0
CLI-002091,159200.0,11420.38,131,65,0,1,10,2.2,0,0,0
CLI-003915,102087.0,2829.45,30,26,0,1,24,4.8,0,0,0
CLI-001610,528.0,23.83,1,1,0,0,7,11.0,1,0,0
CLI-003283,146290.0,16218.35,200,141,0,1,17,3.4,0,0,0
CLI-001584,44406.0,1547.26,31,0,0,0,0,7.6,0,0,1
CLI-003404,4854.0,370.0,32,23,0,0,2,32.4,0,1,1
CLI-002963,2865.0,139.77,5,2,0,0,2,16.2,1,0,0
CLI-000114,1881.0,99.76,8,6,0,0,4,41.6,1,1,0
CLI-000201,2524.0,775.0,31,22,0,0,7,17.0,0,0,1
CLI-001103,18834.0,1435.55,59,33,0,0,7,15.0,0,0,1
CLI-003085,2363.0,480.27,24,4,0,0,4,13.5,0,0,1
CLI-001458,142750.0,12434.69,588,67,1,0,1,5.0,0,0,0
CLI-000404,5944.0,517.81,52,15,0,0,0,27.0,0,1,1
CLI-003865,1273.0,129.37,11,1,0,0,1,17.4,1,1,0
CLI-000850,3138.0,201.38,5,2,0,0,6,0.8,1,0,0
CLI-002437,59059.0,3131.43,35,19,0,1,14,3.7,0,0,1
CLI-002138,94840.0,2313.17,91,44,0,0,5,19.5,0,0,0
CLI-002217,136193.0,3019.79,55,0,0,0,0,4.9,0,0,0
CLI-000519,4406.0,1074.54,51,7,0,0,4,5.6,0,0,1
CLI-004359,1123.0,50.73,4,1,0,0,0,28.2,1,1,0
CLI-004413,23835.0,1162.7,42,0,0,0,0,9.3,0,0,1
CLI-001320,538639.0,54739.74,783,533,1,1,16,2.2,0,0,0
CLI-000923,11086.0,450.64,10,8,0,0,15,9.6,1,0,0
CLI-001486,516860.0,30015.12,334,229,1,1,17,3.5,0,0,0
CLI-001622,1490.0,69.88,6,2,0,0,3,6.9,1,1,0
CLI-001211,30286.0,5276.38,127,81,0,0,17,1.4,0,0,0
CLI-002192,10042.0,612.29,51,30,0,0,2,10.5,0,1,1
CLI-002489,306521.0,20767.02,814,285,1,0,3,14.7,0,0,0
CLI-001422,33831.0,1793.81,59,37,0,0,4,10.5,0,0,1
CLI-004803,401.0,37.59,4,3,0,0,4,17.6,1,1,0
CLI-002566,2325.0,236.33,21,9,0,0,1,10.5,0,1,1
CLI-001949,10524.0,754.95,29,14,0,0,3,14.2,0,0,1
CLI-001369,9721.0,382.43,8,8,0,0,13,12.1,1,0,0
CLI-000176,21079.0,2570.59,34,19,0,1,18,5.9,0,0,0
CLI-003219,33071.0,695.36,56,45,0,0,5,24.8,0,1,1
CLI-000990,297369.0,36264.48,855,451,1,0,8,9.4,0,0,0
CLI-000211,15573.0,1582.6,58,35,0,0,7,18.0,0,0,1
CLI-004117,8106.0,1647.66,29,16,0,1,6,3.0,0,0,1
CLI-002995,3322.0,50.02,2,2,0,0,6,6.9,1,0,0
CLI-003360,88590.0,12004.06,220,150,1,0,11,8.6,0,0,0
CLI-000083,6508.0,1133.76,49,29,0,0,6,15.3,0,0,1
CLI-004912,118866.0,8526.99,161,147,0,0,17,4.5,0,0,0
CLI-002819,15778.0,370.02,32,25,0,0,4,36.7,0,1,1
CLI-003087,378128.0,18445.29,438,139,1,0,11,1.9,0,0,0
CLI-004024,890.0,49.35,5,3,0,0,4,14.0,1,1,0
CLI-003466,4202.0,131.41,10,1,0,0,0,21.2,1,1,0
CLI-002628,4563.0,252.95,6,0,0,0,0,10.5,1,0,0
CLI-004896,1818.0,116.68,9,5,0,0,3,20.8,1,1,0
CLI-001800,23024.0,2005.6,48,17,0,0,10,4.8,0,0,1
CLI-002078,1121.0,27.91,2,1,0,0,5,25.9,1,1,0
CLI-004206,81315.0,9810.0,218,87,0,0,10,7.0,0,0,0
CLI-002827,1876.0,38.78,3,2,0,0,3,25.9,1,1,0
CLI-002049,5588.0,567.86,26,20,0,0,11,12.1,0,0,1
CLI-003885,1083.0,120.07,5,3,0,0,5,14.2,1,0,0
CLI-000241,319965.0,11880.0,264,126,1,0,13,8.5,0,0,0
CLI-003615,5221.0,235.83,5,4,0,0,4,7.5,1,0,0
CLI-002154,800202.0,39034.24,831,151,1,0,3,3.8,0,0,0
CLI-003063,275186.0,37288.12,898,298,1,0,2,10.5,0,0,0
CLI-001497,69021.0,2338.11,172,50,0,0,1,32.6,0,1,0
CLI-002449,11829.0,961.74,42,2,0,0,5,16.8,0,0,1
CLI-002361,4610.0,702.77,26,17,0,0,10,14.4,0,0,1
CLI-002402,12757.0,740.81,35,8,0,0,3,10.5,0,0,1
CLI-001219,28344.0,864.15,22,5,0,0,7,6.0,0,0,1
CLI-001993,35373.0,1135.2,45,4,0,0,3,6.5,0,0,1
CLI-002141,1721.0,39.61,3,3,0,0,5,16.1,1,1,0
CLI-001951,2018.0,223.78,10,3,0,0,6,16.7,1,0,0
CLI-002061,1514.0,150.0,6,4,0,0,5,7.8,1,0,0
CLI-002846,300.0,18.73,2,1,0,0,3,19.8,1,1,0
CLI-000932,13823.0,1873.04,38,22,0,0,16,6.7,0,0,1
CLI-001384,31332.0,979.74,33,28,0,0,12,15.0,0,0,1
CLI-001056,31227.0,4760.24,133,12,0,0,4,6.8,0,0,0
CLI-002520,464852.0,4724.11,48,46,0,1,33,2.6,0,0,0
CLI-003945,754.0,76.65,6,2,0,0,3,17.3,1,1,0
CLI-000776,7023.0,147.67,6,2,0,0,7,9.1,0,0,1
CLI-001952,59340.0,2495.39,52,22,0,0,9,8.6,0,0,1
CLI-003182,23307.0,281.42,9,8,0,0,11,10.9,0,0,1
CLI-001070,67935.0,11835.33,198,18,1,1,9,3.9,0,0,0
CLI-000777,23770.0,241.57,5,2,0,0,4,10.1,1,0,0
CLI-002256,7880.0,128.13,10,8,0,0,4,18.3,1,1,0
CLI-004286,7416.0,904.34,50,26,0,0,5,15.6,0,0,0
CLI-002098,26892.0,910.97,30,20,0,0,5,9.5,0,0,1
CLI-003909,257034.0,10808.83,127,73,1,1,13,3.2,0,0,0
CLI-002971,22355.0,1360.0,17,9,0,1,16,1.7,0,0,1
CLI-002031,24994.0,2344.68,33,21,0,1,19,0.6,0,0,1
CLI-001000,5277.0,93.26,3,2,0,0,8,12.5,1,0,0
CLI-002737,675648.0,51497.59,572,302,1,1,11,3.8,0,0,0
CLI-000731,15133.0,922.75,22,6,0,0,5,5.9,0,0,1
CLI-001948,126777.0,3155.23,66,0,0,0,0,4.8,0,0,0
CLI-004849,5121.0,1249.04,36,6,0,0,1,7.2,0,0,1
CLI-002010,5795.0,243.7,9,5,0,0,5,6.0,1,0,0
CLI-004114,17379.0,1630.31,35,26,0,0,10,7.7,0,0,1
CLI-000202,38841.0,1691.7,34,18,0,0,9,7.7,0,0,1
CLI-004046,1809.0,122.55,6,3,0,0,7,12.3,1,0,0
CLI-003622,5015.0,76.45,6,3,0,0,3,27.1,1,1,0
CLI-002081,3163.0,385.75,35,0,0,0,0,27.9,0,1,1
CLI-004133,13532.0,1178.71,48,19,0,0,8,11.9,0,0,1
CLI-004063,28504.0,1241.45,37,5,0,0,1,10.5,0,0,0
CLI-000997,193413.0,6207.09,166,62,0,0,1,10.5,0,0,0
CLI-001598,230429.0,2341.76,44,24,0,0,13,1.9,0,0,1
CLI-001259,1688.0,135.0,3,2,0,0,12,7.5,1,0,0
CLI-001785,9151.0,272.19,11,6,0,0,5,17.1,0,0,1
CLI-000870,8936.0,217.94,4,3,0,0,10,6.3,1,0,0
CLI-003197,3851.0,123.59,11,9,0,0,5,10.9,1,1,0
CLI-001509,29393.0,1706.93,37,19,0,0,6,10.5,0,0,1
CLI-002683,14275.0,1339.11,53,0,0,0,0,3.8,0,0,1
CLI-000622,19209.0,509.25,20,9,0,0,7,0.8,0,0,1
CLI-003181,5194.0,791.78,44,24,0,0,4,10.5,0,0,1
CLI-004614,21329.0,4335.25,105,54,0,0,9,10.5,0,0,0
CLI-002163,628343.0,21285.32,401,214,1,0,9,3.4,0,0,0
CLI-003184,7082.0,261.72,11,8,0,0,7,17.0,1,0,0
CLI-003454,3564.0,217.29,19,16,0,0,3,30.8,0,1,1
CLI-002128,38155.0,434.87,8,5,0,0,5,5.3,1,0,0
CLI-004416,86345.0,6194.08,160,94,0,0,9,10.5,0,0,0
CLI-001883,8835.0,538.72,13,6,0,0,14,6.9,0,0,1
CLI-002035,4352.0,408.24,38,10,0,0,2,31.8,0,1,1
CLI-002767,2990.0,520.99,57,19,0,0,1,16.1,0,1,1
CLI-002403,10542.0,988.96,42,9,0,0,0,14.0,0,0,1
CLI-002960,11029.0,584.77,25,10,0,0,2,12.2,0,0,1
CLI-001116,2606.0,288.95,11,3,0,0,5,11.4,1,0,0
CLI-000972,832.0,169.04,14,8,0,0,4,12.1,0,1,1
CLI-000308,2142.0,70.59,8,0,0,0,0,44.9,1,1,0
CLI-002386,2420.0,92.23,7,6,0,0,4,12.3,1,1,0
CLI-002572,50163.0,1092.4,40,22,0,0,8,12.3,0,0,1
CLI-001043,3205.0,57.48,5,2,0,0,3,10.5,1,1,0
CLI-004922,1130.0,275.73,6,2,0,0,12,8.9,1,0,0
CLI-001683,1223.0,48.1,2,1,0,0,0,14.8,1,0,0
CLI-003848,6106.0,744.59,29,13,0,0,2,11.1,0,0,1
CLI-000977,3203.0,278.99,26,17,0,0,5,26.9,0,1,1
CLI-004088,1335.0,95.8,4,2,0,0,4,10.5,1,0,0
CLI-002811,230626.0,4934.23,64,9,0,1,3,5.4,0,0,0
CLI-004606,652.0,39.77,1,1,0,0,4,10.7,1,0,0
CLI-001684,32851.0,3081.7,96,62,0,0,8,7.5,0,0,0
CLI-003252,1317443.0,20082.97,259,101,1,1,14,0.5,0,0,0
CLI-000526,1035.0,26.3,2,1,0,0,4,8.3,1,1,0
CLI-003137,12744.0,1412.86,51,16,0,0,5,11.3,0,0,1
CLI-001263,991.0,80.6,8,6,0,0,4,21.5,1,1,0
CLI-001166,133499.0,8140.19,171,119,0,0,15,8.1,0,0,0
CLI-003240,1078.0,93.94,8,3,0,0,3,25.8,1,1,0
CLI-001119,33465.0,551.5,22,0,0,0,0,8.9,0,0,1
CLI-004034,1506.0,175.0,7,4,0,0,4,7.3,1,0,0
CLI-000073,1455.0,104.37,10,3,0,0,2,6.9,1,1,0
CLI-001035,12986.0,406.06,16,7,0,0,5,12.3,0,0,1
CLI-000268,64463.0,9826.75,261,30,1,0,1,7.9,0,0,0
CLI-000103,3334.0,127.07,6,4,0,0,3,9.2,1,0,0
CLI-003690,9725.0,275.81,23,9,0,0,3,31.9,0,1,1
CLI-000148,30058.0,678.82,55,44,0,0,5,25.2,0,1,1
CLI-004186,667.0,73.94,6,0,0,0,0,15.1,1,1,0
CLI-001429,48878.0,14160.0,177,105,0,1,23,4.2,0,0,0
CLI-000318,3109.0,114.91,2,1,0,0,14,12.7,1,0,0
CLI-002522,14765.0,409.23,27,13,0,0,1,10.5,0,1,1
CLI-003472,2776.0,846.25,40,18,0,0,5,6.0,0,0,1
CLI-000953,2589.0,175.38,14,6,0,0,3,10.5,0,1,1
