client_id,churn,anciennete_mois,sieges_souscrits,utilisateurs_actifs,taux_adoption_pct,connexions_30j,heures_usage_30j,fonctionnalites_utilisees,nb_integrations,derniere_connexion_jours,tickets_support_90j,delai_reponse_support_h,csat,retards_paiement_12m,revenu_mensuel_recurrent_eur,inactivite_relative,inactif_30j,taux_fonctionnalites,polarite_csm_alerte,polarite_csm_neutre,polarite_csm_positif,polarite_csm_absent,niveau_anciennete_recent,niveau_anciennete_etabli,niveau_anciennete_ancien
CLI-004574,0,17,11,9,81.8,43,21.1,7,2,0,5,16.1,4,0,297.5,0.0,0,0.44,0,0,1,0,0,0,1
CLI-002397,0,26,11,7,63.6,22,7.9,4,4,0,3,29.8,3,0,135.74,0.0,0,0.5,0,1,0,0,0,0,1
CLI-000686,0,6,24,5,20.8,1,0.4,4,0,9,0,8.4,4,1,566.02,0.05,0,0.25,0,0,0,1,0,1,0
CLI-000312,0,19,8,2,25.0,1,0.3,2,5,5,2,24.7,3,0,91.09,0.01,0,0.25,0,0,0,1,0,0,1
CLI-001301,0,28,5,4,80.0,46,31.2,9,3,2,6,20.2,2,0,154.83,0.0,0,0.56,1,0,0,0,0,0,1
CLI-004351,1,11,32,18,56.2,28,8.9,5,1,1,7,18.8,2,1,959.06,0.0,0,0.31,1,0,0,0,0,1,0
CLI-001857,0,17,196,109,55.6,35,15.5,10,3,0,2,6.5,4,0,8020.18,0.0,0,0.38,0,0,1,0,0,0,1
CLI-004530,1,7,38,0,0.0,0,0.0,0,0,89,0,10.5,4,0,1928.01,0.42,1,0.0,1,0,0,0,0,1,0
CLI-004073,0,10,8,5,62.5,16,10.6,5,4,2,6,10.5,3,1,102.15,0.01,0,0.62,0,0,0,1,0,1,0
CLI-003253,1,4,50,35,70.0,48,38.0,17,0,1,0,4.7,5,1,1973.21,0.01,0,0.65,0,0,0,1,0,1,0
CLI-003799,1,18,61,0,0.0,0,0.0,0,0,103,1,3.2,3,0,2859.97,0.19,1,0.0,0,0,0,1,0,0,1
CLI-003647,1,1,32,0,0.0,0,0.0,0,0,30,1,10.7,4,1,827.75,1.0,1,0.0,1,0,0,0,1,0,0
CLI-001297,1,1,9,4,44.4,9,1.7,3,0,1,6,36.3,3,2,97.89,0.03,0,0.38,0,0,0,1,1,0,0
CLI-002240,1,2,31,22,71.0,48,5.65,6,1,0,0,10.5,5,2,955.68,0.0,0,0.38,0,0,0,1,1,0,0
CLI-001829,0,7,35,12,34.3,8,0.4,1,2,2,1,9.9,3,2,664.11,0.01,0,0.06,0,1,0,0,0,1,0
CLI-003184,1,7,11,8,72.7,46,5.9,7,3,1,7,17.0,4,0,261.72,0.0,0,0.44,0,0,0,1,0,1,0
CLI-000986,1,7,3,2,66.7,19,1.8,8,0,3,4,13.8,3,1,76.28,0.01,0,0.5,0,0,0,1,0,1,0
CLI-004905,0,9,39,33,84.6,28,17.2,8,2,2,0,8.3,5,0,975.0,0.01,0,0.5,0,0,1,0,0,1,0
CLI-002729,1,30,11,4,36.4,6,4.0,3,7,0,6,21.2,3,0,136.78,0.0,0,0.38,0,0,0,1,0,0,1
CLI-001860,1,6,487,155,31.8,1,0.1,8,0,30,1,2.0,3,1,38960.0,0.17,1,0.2,0,0,0,1,0,1,0
CLI-002948,0,15,12,8,66.7,39,20.0,16,5,1,5,2.8,3,0,1137.33,0.0,0,0.4,0,1,0,0,0,0,1
CLI-001977,1,1,18,11,61.1,30,15.0,13,0,0,5,8.6,3,5,522.5,0.0,0,0.5,0,0,0,1,1,0,0
CLI-000835,0,10,372,208,55.9,13,7.2,7,3,3,6,10.5,3,1,9368.22,0.01,0,0.44,0,1,0,0,0,1,0
CLI-001057,0,14,2,1,50.0,1,5.65,1,4,16,0,19.4,4,0,21.69,0.04,0,0.12,0,0,0,1,0,0,1
CLI-004625,1,8,4,0,0.0,0,0.0,0,0,72,3,25.5,3,0,41.73,0.3,1,0.0,0,0,0,1,0,1,0
CLI-004097,0,9,9,5,55.6,12,3.4,2,0,4,5,32.1,3,1,112.2,0.01,0,0.25,0,0,0,1,0,1,0
CLI-001706,1,6,9,3,33.3,2,0.7,3,0,12,1,16.9,4,0,92.47,0.07,0,0.38,0,1,0,0,0,1,0
CLI-001294,1,4,36,14,38.9,3,0.8,9,0,3,1,6.5,3,1,1336.52,0.02,0,0.35,0,1,0,0,0,1,0
CLI-003643,1,1,42,16,38.1,1,0.5,1,0,14,0,19.2,4,0,546.46,0.47,0,0.12,0,0,0,1,1,0,0
CLI-001995,1,9,11,6,54.5,17,4.0,4,1,8,6,10.5,3,1,229.96,0.03,0,0.25,0,0,0,1,0,1,0
CLI-002983,0,17,3,1,33.3,17,7.2,7,7,2,0,3.8,4,0,121.33,0.0,0,0.27,0,0,0,1,0,0,1
CLI-001101,0,3,8,5,62.5,21,13.2,2,0,3,0,0.9,5,1,200.0,0.03,0,0.12,0,0,0,1,1,0,0
CLI-001006,1,5,4,2,50.0,1,0.3,2,1,13,3,13.1,2,5,94.88,0.09,0,0.12,1,0,0,0,0,1,0
CLI-004208,1,17,208,0,0.0,0,0.0,0,0,63,4,10.5,4,0,17566.33,0.12,1,0.0,0,0,0,1,0,0,1
CLI-001296,0,17,653,196,30.0,8,3.6,11,3,0,0,2.6,5,0,32988.72,0.0,0,0.42,0,0,1,0,0,0,1
CLI-003945,0,4,6,2,33.3,19,17.6,3,2,1,1,17.3,4,1,76.65,0.01,0,0.38,0,0,0,1,0,1,0
CLI-002194,0,1,4,3,75.0,29,18.5,4,0,2,2,14.8,3,0,103.12,0.07,0,0.25,0,1,0,0,1,0,0
CLI-001111,0,21,55,35,63.6,52,14.6,6,2,1,4,11.4,3,0,1414.71,0.0,0,0.38,0,0,0,1,0,0,1
CLI-000913,0,5,24,22,91.7,90,57.5,8,1,1,3,16.0,2,0,623.11,0.01,0,0.5,0,0,0,1,0,1,0
CLI-004632,1,9,7,7,50.0,101,108.0,6,1,0,0,17.8,4,0,98.29,0.0,0,0.75,0,1,0,0,0,1,0
CLI-001455,0,23,33,8,24.2,1,0.3,4,4,7,3,28.2,3,0,455.87,0.01,0,0.5,1,0,0,0,0,0,1
CLI-001046,0,13,27,8,29.6,4,0.2,5,3,0,6,8.3,3,1,1261.24,0.0,0,0.19,0,1,0,0,0,0,1
CLI-002143,0,8,57,29,50.9,5,1.6,5,1,2,3,7.9,4,2,2451.54,0.01,0,0.19,0,1,0,0,0,1,0
CLI-000570,1,7,212,123,58.0,20,6.6,12,3,1,7,8.6,1,0,11339.84,0.0,0,0.46,1,0,0,0,0,1,0
CLI-003351,1,17,7,2,28.6,1,0.1,1,5,22,7,31.4,1,0,79.32,0.04,0,0.12,0,0,0,1,0,0,1
CLI-003283,0,14,200,141,70.5,34,18.8,17,4,0,2,3.4,3,0,16218.35,0.0,0,0.42,0,1,0,0,0,0,1
CLI-004295,0,26,48,32,66.7,9,5.5,6,2,0,2,8.6,4,0,1476.24,0.0,0,0.38,0,1,0,0,0,0,1
CLI-002618,1,8,37,24,64.9,43,3.8,4,3,1,1,10.5,4,3,517.41,0.0,0,0.5,0,0,1,0,0,1,0
CLI-004636,0,1,59,44,74.6,26,18.8,16,0,1,3,2.5,3,0,3860.71,0.03,0,0.4,0,0,0,1,1,0,0
CLI-002877,0,28,398,212,53.3,14,8.6,5,6,1,4,18.1,2,0,9950.0,0.0,0,0.31,0,0,0,1,0,0,1
CLI-002754,0,1,52,38,73.1,34,16.4,10,1,1,0,2.5,4,5,3652.42,0.03,0,0.25,0,0,0,1,1,0,0
CLI-004946,0,21,44,31,70.5,46,33.4,3,3,0,0,14.5,5,0,528.0,0.0,0,0.38,0,0,1,0,0,0,1
CLI-003847,0,16,5,3,60.0,17,2.0,9,6,1,0,2.9,5,0,198.27,0.0,0,0.35,0,0,0,1,0,0,1
CLI-000595,0,3,456,257,56.4,37,32.9,18,0,1,1,4.4,4,1,32221.15,0.01,0,0.45,0,1,0,0,1,0,0
CLI-002914,0,13,199,96,48.2,4,0.5,11,3,0,0,4.4,3,0,13484.78,0.0,0,0.28,0,1,0,0,0,0,1
CLI-002200,1,6,242,51,21.1,7,3.6,17,1,1,2,6.5,2,0,16631.2,0.01,0,0.42,0,0,0,1,0,1,0
CLI-003602,0,13,22,7,31.8,1,0.6,3,3,3,1,19.7,4,0,268.08,0.01,0,0.38,0,0,1,0,0,0,1
CLI-001369,0,18,8,8,100.0,119,85.2,13,3,3,4,12.1,2,0,382.43,0.01,0,0.5,0,0,0,1,0,0,1
CLI-001232,1,1,677,329,48.6,11,5.8,12,0,1,1,0.5,4,5,59465.08,0.03,0,0.3,0,0,0,1,1,0,0
CLI-000346,0,2,53,38,71.7,36,16.2,3,2,3,1,0.5,3,3,2502.32,0.05,0,0.12,0,0,0,1,1,0,0
CLI-001305,0,1,9,3,33.3,12,0.6,4,0,6,3,29.2,3,3,97.82,0.2,0,0.5,0,0,0,1,1,0,0
CLI-004181,1,15,4,3,75.0,37,16.1,4,5,1,6,25.3,3,0,47.53,0.0,0,0.5,0,1,0,0,0,0,1
CLI-001901,0,17,7,2,28.6,1,0.1,7,5,8,0,10.2,4,0,165.83,0.02,0,0.44,0,0,1,0,0,0,1
CLI-000354,0,16,155,75,48.4,14,5.65,5,7,0,2,7.7,4,0,3956.37,0.0,0,0.31,0,0,1,0,0,0,1
CLI-001809,0,29,675,490,72.6,54,28.8,10,4,1,0,3.1,5,0,37686.36,0.0,0,0.38,0,0,0,1,0,0,1
CLI-004623,0,9,11,4,36.4,1,0.4,13,1,26,5,4.1,3,4,676.69,0.1,0,0.32,0,1,0,0,0,1,0
CLI-001658,0,9,53,46,86.8,76,35.7,8,0,0,4,18.0,4,2,1637.97,0.0,0,0.5,0,0,0,1,0,1,0
CLI-003137,0,16,51,16,31.4,14,4.7,5,2,0,5,11.3,2,0,1412.86,0.0,0,0.31,1,0,0,0,0,0,1
CLI-001443,0,4,30,17,56.7,15,8.1,13,0,2,0,5.8,4,0,1474.13,0.02,0,0.5,0,1,0,0,0,1,0
CLI-004207,0,1,22,10,45.5,15,8.8,10,2,0,0,4.2,3,1,794.72,0.0,0,0.38,0,0,0,1,1,0,0
CLI-000328,0,10,55,24,43.6,29,10.7,15,5,4,0,4.3,3,1,4764.53,0.01,0,0.38,0,0,0,1,0,1,0
CLI-001425,0,2,826,596,72.2,52,27.2,15,1,2,4,6.9,2,2,71684.53,0.03,0,0.38,0,0,0,1,1,0,0
CLI-000774,0,7,32,22,68.8,27,6.3,22,2,1,0,1.6,4,2,2435.44,0.0,0,0.55,0,0,0,1,0,1,0
CLI-000132,1,9,47,22,46.8,6,0.3,1,1,4,6,18.5,3,1,994.13,0.01,0,0.06,0,1,0,0,0,1,0
CLI-003541,1,2,3,2,66.7,15,9.1,4,1,0,3,28.7,3,3,38.55,0.0,0,0.5,0,0,0,1,1,0,0
CLI-002957,0,19,2,1,50.0,1,0.2,2,2,18,7,28.6,3,0,21.44,0.03,0,0.25,1,0,0,0,0,0,1
CLI-003781,0,1,10,6,60.0,34,10.9,9,0,0,3,10.5,4,0,254.59,0.0,0,0.56,0,1,0,0,1,0,0
CLI-002853,0,13,107,29,27.1,5,0.2,6,2,15,2,5.4,4,1,2673.08,0.04,0,0.38,0,1,0,0,0,0,1
CLI-001259,0,3,3,2,50.0,16,3.8,12,1,1,4,7.5,4,0,135.0,0.01,0,0.46,0,1,0,0,1,0,0
CLI-003491,0,12,2,1,50.0,42,23.7,4,3,2,5,27.2,4,1,25.53,0.01,0,0.5,0,0,0,1,0,1,0
CLI-001235,0,25,53,40,75.5,44,16.9,6,4,2,11,21.3,1,0,1283.69,0.0,0,0.38,1,0,0,0,0,0,1
CLI-002177,0,1,199,94,47.2,19,5.65,4,0,2,0,6.6,5,3,5212.24,0.07,0,0.25,0,0,0,1,1,0,0
CLI-002098,0,10,30,20,66.7,42,11.1,5,3,0,1,9.5,4,1,910.97,0.0,0,0.31,0,0,1,0,0,1,0
CLI-003758,0,23,32,20,62.5,17,0.8,4,5,1,5,10.5,2,0,428.59,0.0,0,0.5,1,0,0,0,0,0,1
CLI-003732,0,19,8,5,50.0,32,11.2,9,7,0,3,11.7,2,0,238.4,0.0,0,0.56,0,0,0,1,0,0,1
CLI-003733,0,33,4,1,25.0,1,0.1,0,11,1,1,10.5,3,0,53.65,0.0,0,0.0,0,1,0,0,0,0,1
CLI-004943,1,1,4,1,25.0,5,1.5,2,0,5,10,43.5,1,3,44.01,0.17,0,0.25,1,0,0,0,1,0,0
CLI-003545,1,1,10,3,30.0,2,0.5,4,0,8,8,38.4,2,1,111.1,0.27,0,0.5,1,0,0,0,1,0,0
CLI-001733,1,1,2,0,0.0,0,5.65,0,0,30,1,24.3,3,2,26.44,1.0,1,0.0,0,0,0,1,1,0,0
CLI-002175,0,28,122,89,73.0,46,16.0,22,3,1,2,6.5,4,0,6448.98,0.0,0,0.85,0,0,0,1,0,0,1
CLI-000395,0,21,45,35,77.8,15,7.4,2,3,1,0,15.6,2,0,1241.79,0.0,0,0.12,1,0,0,0,0,0,1
CLI-002872,1,13,9,5,55.6,3,0.5,4,2,25,5,6.0,4,0,414.95,0.06,0,0.15,0,0,0,1,0,0,1
CLI-001063,0,25,57,17,29.8,1,5.65,2,5,22,13,11.2,2,0,2229.54,0.03,0,0.08,0,0,0,1,0,0,1
CLI-004939,0,12,7,5,71.4,53,32.7,5,5,0,6,29.6,3,0,80.02,0.0,0,0.62,0,0,0,1,0,1,0
CLI-000170,1,3,25,22,88.0,71,45.5,3,0,0,3,27.2,3,3,241.98,0.0,0,0.38,0,0,0,1,1,0,0
CLI-003666,1,5,10,8,80.0,45,23.1,13,1,1,5,8.7,3,1,451.68,0.01,0,0.5,0,0,0,1,0,1,0
CLI-002882,0,11,203,76,37.4,2,0.1,4,2,5,2,10.8,2,0,9342.55,0.02,0,0.15,0,0,0,1,0,1,0
CLI-003176,0,8,8,2,25.0,1,0.1,3,5,16,6,12.6,3,1,173.27,0.07,0,0.19,0,0,0,1,0,1,0
CLI-004949,0,10,44,6,13.6,1,0.2,3,2,12,0,5.5,3,0,832.83,0.04,0,0.19,1,0,0,0,0,1,0
CLI-002102,0,3,152,64,42.1,14,7.4,10,0,4,2,10.5,3,0,6781.87,0.04,0,0.38,0,0,0,1,1,0,0
CLI-003161,0,8,3,2,66.7,36,27.4,4,2,0,0,1.5,5,3,43.46,0.0,0,0.5,0,0,0,1,0,1,0
CLI-002480,0,1,38,18,47.4,11,1.3,13,2,7,1,10.5,3,2,1489.79,0.23,0,0.5,0,0,0,1,1,0,0
CLI-001905,0,16,11,6,54.5,14,5.7,2,3,1,0,11.7,4,0,129.8,0.0,0,0.25,0,0,0,1,0,0,1
CLI-003605,1,1,84,23,27.4,5,2.4,16,0,2,6,10.5,2,3,8381.99,0.07,0,0.4,1,0,0,0,1,0,0
CLI-000881,0,6,615,588,95.6,87,52.4,17,1,1,1,8.7,4,1,34003.36,0.01,0,0.65,0,0,0,1,0,1,0
CLI-002148,0,22,40,19,47.5,35,24.1,4,8,2,1,10.5,4,0,1060.44,0.0,0,0.25,0,0,1,0,0,0,1
CLI-000534,0,19,1,1,100.0,86,20.7,4,10,2,1,20.3,5,0,10.31,0.0,0,0.5,0,0,1,0,0,0,1
CLI-002352,0,11,27,4,14.8,1,0.2,1,3,10,1,26.1,3,1,324.0,0.03,0,0.12,1,0,0,0,0,1,0
CLI-001409,0,20,7,5,71.4,40,12.0,1,8,2,2,10.5,5,0,84.0,0.0,0,0.12,0,0,1,0,0,0,1
CLI-003795,1,6,58,0,0.0,0,0.0,0,0,53,0,12.2,4,1,696.0,0.29,1,0.0,1,0,0,0,0,1,0
CLI-002369,0,7,9,2,22.2,1,0.1,2,3,2,5,14.0,3,2,217.81,0.01,0,0.12,0,0,0,1,0,1,0
CLI-000064,0,10,3,2,66.7,33,15.0,9,1,2,0,10.5,3,0,62.66,0.01,0,0.56,0,0,0,1,0,1,0
CLI-001497,1,3,172,50,29.1,1,0.4,1,1,12,4,32.6,2,1,2338.11,0.13,0,0.12,1,0,0,0,1,0,0
CLI-002344,1,8,7,1,14.3,4,0.7,2,1,10,2,11.8,4,1,187.89,0.04,0,0.12,1,0,0,0,0,1,0
CLI-000382,1,2,45,0,0.0,0,0.0,0,0,60,2,10.5,3,0,2260.42,1.0,1,0.0,0,0,0,1,1,0,0
CLI-001693,0,4,2,2,100.0,69,64.3,6,1,1,0,13.2,5,1,24.33,0.01,0,0.75,0,0,0,1,0,1,0
CLI-000516,0,3,7,3,42.9,14,5.7,2,1,1,3,32.1,3,1,91.71,0.01,0,0.25,0,1,0,0,1,0,0
CLI-003734,0,16,5,3,60.0,44,8.2,7,2,1,5,10.5,3,0,130.13,0.0,0,0.44,0,0,0,1,0,0,1
CLI-001467,0,8,25,5,20.0,1,0.2,12,5,4,0,3.5,5,1,1975.85,0.02,0,0.3,0,0,0,1,0,1,0
CLI-003710,0,10,4,3,75.0,68,58.1,4,5,0,0,4.2,5,0,54.0,0.0,0,0.5,0,0,1,0,0,1,0
CLI-004246,1,13,24,13,54.2,13,2.6,5,2,1,12,22.2,1,2,576.45,0.0,0,0.31,1,0,0,0,0,0,1
CLI-004952,0,11,23,17,73.9,67,67.7,9,1,1,2,10.5,3,0,551.45,0.0,0,0.56,0,0,0,1,0,1,0
CLI-000932,0,1,38,22,57.9,48,11.1,16,0,1,3,6.7,3,1,1873.04,0.03,0,0.62,0,1,0,0,1,0,0
CLI-000133,0,20,38,19,50.0,10,2.4,4,5,11,4,18.1,2,0,914.55,0.02,0,0.25,1,0,0,0,0,0,1
CLI-003334,0,7,43,28,65.1,7,4.0,10,2,3,1,3.8,3,0,2053.74,0.01,0,0.38,0,1,0,0,0,1,0
CLI-003397,0,13,38,23,60.5,8,3.1,7,3,4,0,1.9,5,0,1790.74,0.01,0,0.27,0,0,0,1,0,0,1
CLI-004003,1,6,1,0,0.0,0,0.0,0,0,65,1,2.2,4,0,38.09,0.36,1,0.0,1,0,0,0,0,1,0
CLI-002893,0,8,11,9,81.8,41,5.65,19,3,0,2,1.3,4,0,850.22,0.0,0,0.48,0,0,1,0,0,1,0
CLI-004423,0,2,16,15,93.8,70,34.4,5,0,0,2,13.6,5,2,508.6,0.0,0,0.31,0,1,0,0,1,0,0
CLI-000780,0,15,9,6,66.7,35,16.5,3,3,1,1,17.2,5,0,111.91,0.0,0,0.38,0,0,0,1,0,0,1
CLI-004205,1,5,99,16,16.2,1,0.1,2,0,30,6,6.5,3,1,4561.89,0.2,1,0.08,0,0,0,1,0,1,0
CLI-000975,1,1,6,1,16.7,1,0.3,2,0,30,0,9.7,5,2,67.17,1.0,1,0.25,0,0,0,1,1,0,0
CLI-001366,0,14,1,1,100.0,70,28.5,4,3,0,0,11.8,5,0,10.96,0.0,0,0.5,0,0,1,0,0,0,1
CLI-004349,0,12,39,19,48.7,16,13.5,13,1,0,0,0.5,5,2,1920.98,0.0,0,0.5,0,1,0,0,0,1,0
CLI-002799,1,3,442,0,0.0,0,0.0,0,0,90,2,4.9,3,2,30284.5,1.0,1,0.0,0,0,0,1,1,0,0
CLI-002621,0,12,8,1,12.5,3,0.2,8,3,1,1,6.7,4,0,366.55,0.0,0,0.31,1,0,0,0,0,1,0
CLI-003286,0,20,35,25,71.4,42,33.4,3,2,0,5,41.8,2,0,365.41,0.0,0,0.38,0,0,0,1,0,0,1
CLI-001848,0,7,58,47,81.0,67,5.65,19,1,0,1,4.4,4,0,2888.09,0.0,0,0.73,0,0,0,1,0,1,0
CLI-004057,0,3,1,1,100.0,111,41.7,34,0,0,0,1.3,3,2,86.71,0.0,0,0.85,0,0,0,1,1,0,0
CLI-003763,1,1,35,10,28.6,1,5.65,7,1,22,7,11.2,3,0,1309.04,0.73,0,0.27,0,0,0,1,1,0,0
CLI-002111,0,1,16,14,87.5,55,31.4,15,1,2,2,1.7,2,1,1350.11,0.07,0,0.38,1,0,0,0,1,0,0
CLI-004861,0,1,16,11,68.8,18,6.1,3,0,2,0,5.0,5,4,430.5,0.07,0,0.19,0,0,0,1,1,0,0
CLI-003350,0,21,55,40,72.7,44,6.8,13,1,0,2,3.7,4,0,2603.65,0.0,0,0.5,0,1,0,0,0,0,1
CLI-002274,1,1,21,15,71.4,17,1.5,7,0,1,5,16.7,3,5,438.63,0.03,0,0.44,0,0,0,1,1,0,0
CLI-001735,0,10,43,28,65.1,45,24.7,7,0,0,0,11.0,5,0,1117.55,0.0,0,0.44,0,0,0,1,0,1,0
CLI-002973,0,14,129,36,27.9,1,0.1,5,2,5,0,3.7,5,1,10715.76,0.01,0,0.12,0,0,0,1,0,0,1
CLI-000696,1,9,547,84,15.4,1,0.2,6,1,30,6,14.5,1,1,14424.51,0.11,1,0.38,0,0,0,1,0,1,0
CLI-003213,0,19,10,4,40.0,1,0.4,3,1,23,5,33.7,4,0,119.25,0.04,0,0.38,0,0,0,1,0,0,1
CLI-004438,0,28,1,1,100.0,103,55.7,7,4,2,0,0.5,5,0,33.27,0.0,0,0.44,0,0,1,0,0,0,1
CLI-000477,1,5,114,26,22.8,1,0.2,5,2,22,4,13.8,3,1,2572.72,0.15,0,0.31,1,0,0,0,0,1,0
CLI-004441,1,1,8,5,62.5,45,20.3,2,0,1,1,20.8,4,4,80.26,0.03,0,0.25,0,0,0,1,1,0,0
CLI-002572,0,22,40,22,55.0,50,16.6,8,4,2,0,12.3,3,0,1092.4,0.0,0,0.5,0,1,0,0,0,0,1
CLI-003012,0,15,56,19,33.9,7,1.8,3,4,1,0,4.9,3,0,1235.64,0.0,0,0.19,0,1,0,0,0,0,1
CLI-000726,1,17,52,0,0.0,0,0.0,0,0,43,8,11.3,4,0,1344.9,0.08,1,0.0,1,0,0,0,0,0,1
CLI-004553,0,1,11,5,45.5,20,8.6,5,0,0,3,18.5,3,0,322.5,0.0,0,0.31,0,1,0,0,1,0,0
CLI-004464,0,19,4,1,25.0,10,2.3,10,2,6,1,3.7,5,0,80.36,0.01,0,0.62,0,0,0,1,0,0,1
CLI-000489,1,6,2,1,50.0,24,13.8,2,0,1,2,26.0,3,2,21.5,0.01,0,0.25,0,0,0,1,0,1,0
CLI-000392,1,12,2,2,50.0,88,60.8,10,2,1,5,9.7,1,0,78.99,0.0,0,0.38,0,0,0,1,0,1,0
CLI-001681,1,1,5,1,20.0,2,1.0,3,0,11,2,11.9,5,1,42.05,0.37,0,0.38,1,0,0,0,1,0,0
CLI-001642,0,19,17,14,82.4,29,13.6,17,5,0,0,0.5,5,0,1523.03,0.0,0,0.42,0,0,1,0,0,0,1
CLI-000861,0,10,3,1,33.3,1,0.1,2,2,17,2,10.2,4,0,75.0,0.06,0,0.12,0,0,0,1,0,1,0
CLI-003566,0,10,12,9,75.0,44,20.3,8,2,0,4,11.8,4,1,238.52,0.0,0,0.5,0,0,0,1,0,1,0
CLI-001090,1,13,32,17,53.1,33,13.6,8,4,2,5,15.5,1,0,862.37,0.01,0,0.5,0,0,0,1,0,0,1
CLI-004576,0,21,101,15,14.9,1,0.3,3,1,4,0,5.5,4,0,4863.32,0.01,0,0.12,0,0,0,1,0,0,1
CLI-002108,0,16,41,10,24.4,3,0.7,0,7,11,1,10.7,3,0,814.92,0.02,0,0.0,0,0,0,1,0,0,1
CLI-001357,0,17,9,6,66.7,55,16.2,10,2,1,2,8.8,5,0,266.89,0.0,0,0.62,0,0,0,1,0,0,1
CLI-000940,0,21,35,10,28.6,1,0.4,3,5,15,5,14.1,3,0,955.72,0.02,0,0.19,0,1,0,0,0,0,1
CLI-000163,0,32,11,5,45.5,7,1.9,6,7,22,0,6.7,4,0,231.55,0.02,0,0.38,0,1,0,0,0,0,1
CLI-000559,1,6,104,22,21.2,2,1.0,8,0,7,5,7.6,2,1,4830.22,0.04,0,0.31,0,0,0,1,0,1,0
CLI-002412,0,19,38,7,18.4,1,0.3,0,5,2,2,14.6,4,0,888.32,0.0,0,0.0,1,0,0,0,0,0,1
CLI-001181,0,13,5,3,60.0,27,4.2,8,2,1,5,8.1,2,2,228.29,0.0,0,0.31,0,0,0,1,0,0,1
CLI-001184,1,12,9,3,33.3,1,0.5,1,2,12,4,19.6,3,1,110.56,0.03,0,0.12,0,1,0,0,0,1,0
CLI-002390,0,3,5,2,40.0,28,23.3,4,0,2,0,18.2,5,0,67.68,0.02,0,0.5,0,0,0,1,1,0,0
CLI-004745,0,14,56,28,50.0,18,3.0,4,7,0,5,25.4,3,1,568.82,0.0,0,0.5,0,0,0,1,0,0,1
CLI-004225,0,13,46,17,37.0,3,1.4,3,4,2,1,11.8,4,0,520.95,0.01,0,0.38,0,0,1,0,0,0,1
CLI-000250,1,9,145,54,37.2,8,3.1,18,2,3,10,6.1,1,2,11041.86,0.01,0,0.45,0,0,0,1,0,1,0
CLI-004033,0,1,4,3,75.0,81,60.7,6,0,1,0,10.5,5,2,56.92,0.03,0,0.75,0,1,0,0,1,0,0
CLI-004666,1,1,156,81,50.0,15,9.2,7,0,4,0,8.4,3,1,5369.89,0.13,0,0.27,0,1,0,0,1,0,0
CLI-004310,0,1,41,37,50.0,80,41.1,12,0,0,2,9.0,4,2,1250.18,0.0,0,0.75,0,0,0,1,1,0,0
CLI-000044,0,13,161,123,76.4,54,5.65,8,2,0,0,7.1,4,0,4601.55,0.0,0,0.5,0,0,0,1,0,0,1
CLI-000237,0,17,189,149,78.8,56,5.65,15,2,1,7,7.7,1,0,9759.61,0.0,0,0.58,0,0,0,1,0,0,1
CLI-001439,0,18,8,6,75.0,69,76.4,11,5,0,0,13.7,3,0,195.6,0.0,0,0.69,0,0,0,1,0,0,1
CLI-002314,0,15,7,1,14.3,1,0.4,0,2,2,4,18.6,4,0,88.58,0.0,0,0.0,1,0,0,0,0,0,1
CLI-000544,0,19,36,15,41.7,17,6.3,6,5,1,0,7.4,3,0,873.88,0.0,0,0.38,0,0,0,1,0,0,1
CLI-003123,0,10,22,3,13.6,1,0.1,1,8,6,2,10.5,3,0,583.14,0.02,0,0.06,1,0,0,0,0,1,0
CLI-004104,1,3,21,15,71.4,29,22.1,11,1,1,9,10.2,1,1,934.34,0.01,0,0.42,1,0,0,0,1,0,0
CLI-004751,0,17,1,1,50.0,45,25.6,13,2,1,2,7.7,3,0,52.78,0.0,0,0.5,0,0,0,1,0,0,1
CLI-002661,0,10,18,6,33.3,1,0.3,5,1,0,2,11.0,4,0,397.26,0.0,0,0.31,0,0,0,1,0,1,0
CLI-004056,0,16,29,9,31.0,1,0.5,1,2,30,3,21.7,3,0,331.92,0.06,1,0.12,0,1,0,0,0,0,1
CLI-000547,0,18,5,2,40.0,15,4.6,6,4,0,0,17.6,3,0,118.01,0.0,0,0.38,0,0,0,1,0,0,1
CLI-004599,0,14,2,1,50.0,37,24.1,4,3,0,0,25.0,4,0,26.78,0.0,0,0.5,0,0,0,1,0,0,1
CLI-000616,1,1,52,16,30.8,1,0.1,4,0,21,4,10.1,3,2,1181.79,0.7,0,0.25,0,0,0,1,1,0,0
CLI-001853,0,1,143,57,39.9,14,5.5,11,0,0,0,6.2,4,0,13582.92,0.0,0,0.28,0,0,0,1,1,0,0
CLI-000206,0,19,725,123,17.0,1,0.6,2,5,1,0,0.5,4,0,57382.11,0.0,0,0.05,0,0,0,1,0,0,1
CLI-000781,0,13,6,3,50.0,38,20.2,6,4,1,2,11.0,4,0,152.19,0.0,0,0.38,0,0,0,1,0,0,1
CLI-000141,1,11,19,0,0.0,0,0.0,0,0,39,8,20.8,1,1,464.31,0.12,1,0.0,0,0,0,1,0,1,0
CLI-002879,0,15,618,394,63.8,31,14.8,13,2,1,2,5.7,3,0,28656.13,0.0,0,0.5,0,0,0,1,0,0,1
CLI-002545,0,4,49,28,57.1,25,9.9,11,3,0,2,7.0,2,2,2096.48,0.0,0,0.42,1,0,0,0,0,1,0
