client_id,valeur_vie_client_eur,anciennete_mois,sieges_souscrits,utilisateurs_actifs,taux_adoption_pct,connexions_30j,heures_usage_30j,fonctionnalites_utilisees,nb_integrations,derniere_connexion_jours,tickets_support_90j,delai_reponse_support_h,csat,retards_paiement_12m,revenu_mensuel_recurrent_eur,inactivite_relative,inactif_30j,taux_fonctionnalites,jour_souscription_l,jour_souscription_m,jour_souscription_me,jour_souscription_j,jour_souscription_v,jour_souscription_s,jour_souscription_d,secteur_te,secteur_fi,secteur_co,secteur_sa,secteur_in,secteur_pb,secteur_en,pays_fr,pays_es,pays_ca,pays_de,pays_ch,pays_be,taille_entreprise_tpe,taille_entreprise_pme,taille_entreprise_eti,taille_entreprise_ge,plan_str,plan_pro,plan_bus,plan_ent,couleur_theme_interface_c,couleur_theme_interface_ve,couleur_theme_interface_b,couleur_theme_interface_v,couleur_theme_interface_s,code_datacenter_eu_w1,code_datacenter_eu_w3,code_datacenter_us_e1,code_datacenter_ap_s1,groupe_experimentation_a,groupe_experimentation_b,groupe_experimentation_c,polarite_csm_alerte,polarite_csm_neutre,polarite_csm_positif,polarite_csm_absent,niveau_anciennete_recent,niveau_anciennete_etabli,niveau_anciennete_ancien
CLI-000586,3746.0,1,8,6,75.0,43,32.9,6,0,1,2,31.3,3,2,95.18,0.03,0,0.75,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
CLI-002275,562.0,8,3,1,33.3,11,7.7,5,2,2,1,14.9,5,3,31.18,0.01,0,0.62,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
CLI-003098,26155.0,1,18,7,38.9,23,8.9,12,0,3,4,3.5,4,1,1275.87,0.1,0,0.3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
CLI-000817,8855.0,1,55,17,30.9,1,0.2,5,0,1,2,10.1,3,2,1079.9,0.03,0,0.31,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
CLI-000290,23775.0,9,144,65,45.1,18,1.0,5,1,1,2,10.6,4,0,3221.59,0.0,0,0.31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
CLI-002187,300.0,8,1,1,100.0,60,9.6,3,2,2,0,18.7,3,0,10.84,0.01,0,0.38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0
CLI-001789,1482.0,1,8,1,12.5,1,0.2,1,1,30,1,9.1,2,3,164.26,1.0,1,0.06,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0
CLI-003229,2137.0,13,5,2,40.0,1,0.3,8,4,3,5,8.4,3,0,173.74,0.01,0,0.31,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
CLI-002869,2941.0,17,2,2,100.0,43,8.5,16,3,1,1,6.1,3,0,94.38,0.0,0,0.62,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
CLI-004790,11401.0,5,41,20,48.8,29,25.9,6,2,0,5,13.0,3,1,926.92,0.0,0,0.38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
CLI-003750,740.0,15,11,3,27.3,1,5.65,1,2,23,3,29.1,2,0,128.94,0.05,0,0.12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
CLI-001184,2266.0,12,9,3,33.3,1,0.5,1,2,12,4,19.6,3,1,110.56,0.03,0,0.12,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
CLI-000655,671502.0,13,414,318,76.8,62,45.3,17,1,0,1,3.8,4,0,34121.03,0.0,0,0.42,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
CLI-002580,5957.0,11,16,5,31.2,12,6.8,1,0,1,2,23.4,2,0,382.33,0.0,0,0.06,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0
CLI-000808,273426.0,10,534,364,68.2,53,22.9,15,1,0,0,3.5,5,0,22229.74,0.0,0,0.58,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
CLI-001630,132730.0,27,98,0,50.0,0,0.0,0,0,76,4,20.4,2,0,2697.77,0.09,1,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
CLI-001380,362.0,12,1,1,100.0,69,13.7,5,1,1,3,10.5,4,1,12.98,0.0,0,0.62,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
CLI-002084,196941.0,12,204,144,70.6,59,27.6,16,4,0,1,4.1,5,0,8895.24,0.0,0,0.62,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
CLI-001140,16875.0,12,36,18,50.0,11,4.6,6,3,0,0,10.5,4,0,894.74,0.0,0,0.38,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0
CLI-004400,1364.0,22,10,3,30.0,10,6.6,4,6,2,2,20.3,4,0,118.83,0.0,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
CLI-000664,2494.0,22,8,3,37.5,4,1.3,2,4,15,0,15.1,3,0,92.17,0.02,0,0.25,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
CLI-001940,84156.0,14,421,294,69.8,42,33.1,6,3,3,0,7.8,4,0,11403.25,0.01,0,0.38,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
CLI-000933,10143.0,5,7,0,0.0,0,0.0,0,0,56,3,5.1,3,2,458.12,0.37,1,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
CLI-000795,54904.0,12,39,0,0.0,0,0.0,0,0,74,0,6.9,4,1,1969.29,0.21,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
CLI-003020,9039.0,19,13,4,30.8,7,3.7,2,2,1,1,10.5,5,0,324.22,0.0,0,0.12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
CLI-004935,397885.0,2,783,550,70.2,49,52.8,9,2,1,1,2.5,4,0,35235.0,0.02,0,0.35,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
CLI-004697,6308.0,1,20,2,10.0,1,0.1,0,0,0,1,14.6,3,5,349.69,0.0,0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
CLI-000488,1008.0,4,2,2,100.0,89,83.9,5,0,0,4,35.4,3,1,29.28,0.0,0,0.62,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
CLI-000865,8630.0,16,8,3,37.5,1,5.65,9,6,9,0,1.7,4,0,657.81,0.02,0,0.22,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
CLI-000300,67866.0,9,8,2,25.0,12,8.5,16,1,0,1,2.7,3,1,689.7,0.0,0,0.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
CLI-001385,46207.0,11,76,22,28.9,7,0.9,11,0,2,1,4.7,3,1,3314.74,0.01,0,0.42,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
CLI-003867,48950.0,1,207,51,24.6,6,1.5,10,0,10,0,2.9,4,2,14923.89,0.33,0,0.25,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0
CLI-000611,2904.0,14,10,6,60.0,20,6.3,7,2,0,3,14.0,4,0,295.16,0.0,0,0.44,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
CLI-002173,6944.0,18,41,38,92.7,96,43.4,6,1,1,1,10.5,2,0,445.72,0.0,0,0.75,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
CLI-004778,94129.0,7,239,74,31.0,15,8.3,5,1,1,4,10.5,3,1,8830.08,0.0,0,0.19,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
CLI-003767,10550.0,9,20,9,45.0,4,1.4,8,2,12,0,2.7,5,1,1072.19,0.04,0,0.31,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
CLI-003029,28454.0,14,82,53,64.6,22,6.5,9,3,1,5,9.6,3,0,3470.05,0.0,0,0.35,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
CLI-000012,300.0,4,1,1,100.0,83,5.65,4,2,1,4,27.2,4,1,12.35,0.01,0,0.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
CLI-002378,1114.0,10,13,4,30.8,1,0.3,2,2,15,0,10.5,4,2,271.81,0.05,0,0.12,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
CLI-004952,23966.0,11,23,17,73.9,67,67.7,9,1,1,2,10.5,3,0,551.45,0.0,0,0.56,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
CLI-003838,2635.0,25,7,2,28.6,1,0.3,5,5,30,1,13.5,3,0,178.54,0.04,1,0.31,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
CLI-001520,125363.0,17,186,30,16.1,3,0.7,8,1,25,7,11.5,2,0,8046.42,0.05,0,0.31,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
CLI-004986,30122.0,8,16,8,50.0,12,7.8,6,1,2,4,6.0,3,2,781.58,0.01,0,0.23,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
CLI-003016,8645.0,11,9,1,11.1,1,0.3,1,3,6,1,17.1,2,0,257.14,0.02,0,0.06,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
CLI-001221,12912.0,11,18,9,50.0,6,1.3,2,5,2,1,10.1,4,1,342.3,0.01,0,0.12,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
CLI-004176,42148.0,23,34,18,52.9,33,19.6,10,4,0,0,9.6,5,0,917.86,0.0,0,0.62,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
CLI-001286,13352.0,31,19,7,36.8,6,1.7,5,8,8,5,7.7,3,0,1017.66,0.01,0,0.19,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
CLI-001478,8950.0,11,55,39,70.9,91,58.8,4,5,1,4,27.2,3,0,642.03,0.0,0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
CLI-002515,4960.0,15,18,14,77.8,38,11.3,9,5,0,0,4.7,4,0,504.02,0.0,0,0.56,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
CLI-001973,49920.0,1,19,10,52.6,27,8.6,16,0,1,4,1.9,3,3,1520.0,0.03,0,0.4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0
CLI-004999,7649.0,8,41,18,43.9,28,14.8,6,3,7,0,2.9,3,1,1865.51,0.03,0,0.23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
CLI-001606,370.0,8,5,4,80.0,75,31.0,6,2,0,4,15.9,2,1,112.68,0.0,0,0.38,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0
CLI-003607,1688.0,14,6,0,0.0,0,0.0,0,0,64,1,26.5,3,0,73.51,0.15,1,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
CLI-003564,14155.0,12,58,20,34.5,1,0.1,2,3,0,5,10.5,3,0,595.24,0.0,0,0.25,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
CLI-002754,35940.0,1,52,38,73.1,34,16.4,10,1,1,0,2.5,4,5,3652.42,0.03,0,0.25,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0
CLI-000750,15248.0,5,103,50,48.5,8,2.6,11,1,7,6,10.9,2,0,4648.77,0.05,0,0.42,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
CLI-001573,4132.0,11,10,9,50.0,114,61.1,4,3,1,4,27.5,3,1,119.98,0.0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
CLI-004648,151559.0,19,169,125,74.0,79,83.3,14,5,2,3,7.5,3,0,7393.14,0.0,0,0.54,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
CLI-001744,8872.0,4,18,9,50.0,9,2.0,5,1,1,7,7.5,3,2,772.86,0.01,0,0.19,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
CLI-004216,40011.0,8,21,9,42.9,15,6.6,5,0,1,0,10.5,5,0,554.48,0.0,0,0.31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
CLI-001506,94038.0,14,106,83,78.3,74,48.1,9,2,1,1,3.3,3,0,5734.01,0.0,0,0.35,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1
CLI-004576,267191.0,21,101,15,14.9,1,0.3,3,1,4,0,5.5,4,0,4863.32,0.01,0,0.12,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
CLI-002659,1632.0,10,10,5,50.0,17,0.8,2,2,0,0,17.4,4,2,132.69,0.0,0,0.25,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0
CLI-003742,41727.0,10,86,31,36.0,1,0.1,10,3,16,6,11.1,3,0,3870.0,0.05,0,0.38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0
CLI-002747,3381.0,21,7,6,85.7,66,10.0,7,3,1,0,16.5,3,0,206.15,0.0,0,0.44,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
CLI-001134,2292.0,9,6,3,50.0,17,4.6,7,3,1,1,7.4,5,0,155.28,0.0,0,0.44,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
CLI-001201,2035.0,17,5,4,80.0,73,47.9,4,4,1,1,15.2,3,0,57.72,0.0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
CLI-001366,300.0,14,1,1,100.0,70,28.5,4,3,0,0,11.8,5,0,10.96,0.0,0,0.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
CLI-000005,301.0,3,1,1,100.0,11,5.65,4,0,2,2,10.9,5,2,19.31,0.02,0,0.25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
CLI-003854,6328.0,17,5,2,40.0,14,5.3,3,9,0,0,10.4,5,0,67.1,0.0,0,0.38,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
CLI-000105,34453.0,8,88,76,86.4,95,76.8,35,0,0,1,2.2,5,3,5252.03,0.0,0,0.88,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
CLI-002474,826675.0,8,814,0,0.0,0,0.0,0,0,63,0,1.5,2,2,30549.69,0.26,1,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
CLI-000492,1216.0,4,3,2,66.7,43,16.1,6,1,0,0,20.0,5,5,32.95,0.0,0,0.75,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0
CLI-001260,4368.0,7,2,2,100.0,78,49.9,9,1,5,3,17.4,3,0,57.9,0.02,0,0.56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0
CLI-002022,8062.0,12,17,7,41.2,2,1.3,3,6,13,5,15.4,3,0,446.9,0.04,0,0.19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
CLI-001969,16420.0,16,41,23,56.1,28,15.9,7,2,0,0,10.5,3,0,1053.9,0.0,0,0.44,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1
CLI-001643,4799.0,18,6,5,83.3,73,36.6,13,4,2,0,0.5,5,0,278.71,0.0,0,0.5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1
CLI-001571,6275.0,4,30,22,73.3,50,17.7,6,0,0,2,8.9,5,1,695.68,0.0,0,0.38,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
CLI-000255,155688.0,10,63,0,0.0,0,0.0,0,0,34,1,6.4,3,1,3218.02,0.11,1,0.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
CLI-003075,52040.0,6,104,51,49.0,21,13.0,8,2,0,2,4.8,3,1,3966.47,0.0,0,0.31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
CLI-002670,1258.0,17,4,2,50.0,17,5.1,1,1,2,1,28.9,3,0,51.13,0.0,0,0.12,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
CLI-004675,13969.0,14,39,20,51.3,29,2.9,2,4,1,2,21.0,3,0,532.36,0.0,0,0.25,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1
CLI-002757,6967.0,24,9,5,55.6,41,20.8,10,7,0,0,6.4,3,0,249.9,0.0,0,0.62,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
CLI-000150,56935.0,11,168,79,47.0,12,5.3,5,3,1,4,11.1,3,0,6312.13,0.0,0,0.19,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
CLI-004290,1767.0,6,4,1,25.0,3,0.9,2,4,4,0,15.9,3,1,55.24,0.02,0,0.25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
CLI-004008,300.0,6,1,1,100.0,41,11.2,1,2,0,0,15.8,5,0,12.45,0.0,0,0.12,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
CLI-001388,67553.0,2,44,36,81.8,45,31.7,11,0,1,2,0.5,3,4,1872.3,0.02,0,0.42,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
